BEARINGID,CODE,NAME=型号,MANUFACTURE,DESCRIPTION,BPFO=外圈,BPFI=内圈,BSF=滚子,FTF=保持架,EDITSTATUS
7237,ZC007237,NU3168,SKF,Cylindrical roller,7.75594,10.24406,3.548073,0.430886,0
7238,ZC007238,NU316E,SKF,Cylindrical roller,5.210317,7.789683,2.420794,0.400794,0
7239,ZC007239,NU317,SKF,Cylindrical roller,4.909091,7.090909,2.659091,0.409091,0
7240,ZC007240,NU3172,SKF,Cylindrical roller,6.942149,9.057851,3.715134,0.433884,0
7241,ZC007241,NU317E,SKF,Cylindrical roller,5.641791,8.358209,2.479908,0.402985,0
7242,ZC007242,NU318,SKF,Cylindrical roller,5.339286,7.660714,2.710714,0.410714,0
7243,ZC007243,NU3184,SKF,Cylindrical roller,7.725664,10.274336,3.460455,0.429205,0
7244,ZC007244,NU318E,SKF,Cylindrical roller,5.213781,7.786219,2.427846,0.40106,0
7245,ZC007245,NU319,SKF,Cylindrical roller,5.354237,7.645763,2.748403,0.411864,0
7246,ZC007246,NU3192,SKF,Cylindrical roller,7.767324,10.232676,3.582114,0.431519,0
7247,ZC007247,71911ACD,SKF,Angular contact ball,10.274309,12.725691,4.203403,0.446709,0
7248,ZC007248,71911C,SKF,Angular contact ball,9.750478,12.249522,4.19684,0.443204,0
7249,ZC007249,71911CD,SKF,Angular contact ball,10.193682,12.806318,4.196841,0.443205,0
7250,ZC007250,71912AC,SKF,Angular contact ball,10.809552,13.190448,4.522948,0.450399,0
7251,ZC007251,71912ACD,SKF,Angular contact ball,10.809224,13.190776,4.521675,0.450385,0
7252,ZC007252,71912ACE,SKF,Angular contact ball,13.348989,15.651011,5.67269,0.46031,0
7253,ZC007253,71912C,SKF,Angular contact ball,10.730893,13.269107,4.515565,0.447122,0
7254,ZC007254,71912CD,SKF,Angular contact ball,10.730893,13.269107,4.515565,0.447122,0
7255,ZC007255,71912CE,SKF,Angular contact ball,13.273274,15.726726,5.667803,0.4577,0
7256,ZC007256,71913AC,SKF,Angular contact ball,11.339933,13.660067,4.840788,0.453598,0
7257,ZC007257,71913ACD,SKF,Angular contact ball,11.793219,14.206781,4.839516,0.453585,0
7258,ZC007258,71913ACE,SKF,Angular contact ball,14.348989,16.651011,6.068712,0.462871,0
7259,ZC007259,71913C,SKF,Angular contact ball,11.263303,13.736697,4.833801,0.450533,0
7260,ZC007260,71913CD,SKF,Angular contact ball,11.713835,14.286165,4.833801,0.450533,0
7261,ZC007261,71913CE,SKF,Angular contact ball,14.273274,16.726726,6.06414,0.460429,0
7262,ZC007262,71914AC,SKF,Angular contact ball,10.332337,12.667663,4.416981,0.449232,0
7263,ZC007263,71914ACD,SKF,Angular contact ball,10.781283,13.218717,4.415921,0.449221,0
7264,ZC007264,71914ACE,SKF,Angular contact ball,12.815061,15.184939,5.31564,0.457682,0
7265,ZC007265,71914CD,SKF,Angular contact ball,10.701114,13.298886,4.409667,0.445881,0
7266,ZC007266,71914CE,SKF,Angular contact ball,12.737114,15.262886,5.310428,0.454898,0
7267,ZC007267,71915AC,SKF,Angular contact ball,10.849245,13.150755,4.682005,0.452053,0
7268,ZC007268,71915ACD,SKF,Angular contact ball,11.753072,14.246928,4.680945,0.452042,0
7269,ZC007269,71915ACE,SKF,Angular contact ball,13.340923,15.659077,5.632712,0.460033,0
7270,ZC007270,71915C,SKF,Angular contact ball,10.773274,13.226726,4.675039,0.448887,0
7271,ZC007271,71915CD,SKF,Angular contact ball,11.671047,14.328953,4.675038,0.448886,0
7272,ZC007272,71915CE,SKF,Angular contact ball,13.264677,15.735323,5.627788,0.457403,0
7273,ZC007273,71916AC,SKF,Angular contact ball,11.818948,14.181052,4.946757,0.454575,0
7274,ZC007274,71916ACD,SKF,Angular contact ball,12.273265,14.726735,4.9457,0.454566,0
7275,ZC007275,71916ACE,SKF,Angular contact ball,14.326198,16.673802,5.949558,0.462135,0
7276,ZC007276,71916C,SKF,Angular contact ball,11.740992,14.259008,4.940104,0.451578,0
7277,ZC007277,71916CD,SKF,Angular contact ball,12.192569,14.807431,4.940103,0.451577,0
7278,ZC007278,71916CE,SKF,Angular contact ball,14.248984,16.751016,5.944896,0.459646,0
7279,ZC007279,71917AC,SKF,Angular contact ball,10.821181,13.178819,4.568447,0.450884,0
7280,ZC007280,71917ACD,SKF,Angular contact ball,11.271842,13.728158,4.567608,0.450875,0
7281,ZC007281,71917ACE,SKF,Angular contact ball,12.820916,15.179084,5.342413,0.45789,0
7282,ZC007282,71917C,SKF,Angular contact ball,10.743637,13.256363,4.562397,0.447652,0
7283,ZC007283,71917CD,SKF,Angular contact ball,11.191053,13.808947,4.561558,0.447643,0
7284,ZC007284,71917CE,SKF,Angular contact ball,12.743354,15.256646,5.337227,0.455121,0
7285,ZC007285,71918AC,SKF,Angular contact ball,11.329177,13.670823,4.795539,0.453167,0
7286,ZC007286,71918ACD,SKF,Angular contact ball,11.782125,14.217875,4.794661,0.45316,0
7287,ZC007287,71918ACE,SKF,Angular contact ball,13.795454,16.204546,5.606656,0.459849,0
7288,ZC007288,71918C,SKF,Angular contact ball,11.252159,13.747841,4.789771,0.450086,0
7289,ZC007289,71918CD,SKF,Angular contact ball,11.702011,14.297989,4.788892,0.450078,0
7290,ZC007290,71918CE,SKF,Angular contact ball,13.716217,16.283783,5.60171,0.457207,0
7291,ZC007291,71919AC,SKF,Angular contact ball,12.29171,14.70829,5.022448,0.455249,0
7292,ZC007292,71919ACD,SKF,Angular contact ball,12.746733,15.253267,5.02153,0.455241,0
7293,ZC007293,71919ACE,SKF,Angular contact ball,14.310622,16.689378,5.87074,0.461634,0
7294,ZC007294,71919C,SKF,Angular contact ball,12.212228,14.787772,5.016936,0.452305,0
7295,ZC007295,71919CD,SKF,Angular contact ball,12.664292,15.335708,5.016018,0.452297,0
7296,ZC007296,71919CE,SKF,Angular contact ball,14.232383,16.767617,5.866015,0.45911,0
7297,ZC007297,71920AC,SKF,Angular contact ball,11.30103,13.69897,4.680944,0.452041,0
7298,ZC007298,71920ACD,SKF,Angular contact ball,11.753072,14.246928,4.680945,0.452042,0
7299,ZC007299,71920ACE,SKF,Angular contact ball,12.825063,15.174937,5.361539,0.458039,0
7300,ZC007300,71920C,SKF,Angular contact ball,11.222161,13.777839,4.675039,0.448887,0
7301,ZC007301,71920CD,SKF,Angular contact ball,11.671047,14.328953,4.675038,0.448886,0
7302,ZC007302,71920CE,SKF,Angular contact ball,12.747774,15.252226,5.356371,0.455279,0
7303,ZC007303,71921AC,SKF,Angular contact ball,11.802949,14.197051,4.879533,0.45396,0
7304,ZC007304,71921ACD,SKF,Angular contact ball,12.256908,14.743092,4.879533,0.45396,0
7305,ZC007305,71921ACE,SKF,Angular contact ball,13.791493,16.208507,5.588042,0.459717,0
7306,ZC007306,71921C,SKF,Angular contact ball,11.724205,14.275795,4.873864,0.450932,0
7307,ZC007307,71921CD,SKF,Angular contact ball,12.175136,14.824864,4.873863,0.450931,0
7308,ZC007308,71921CE,SKF,Angular contact ball,13.711996,16.288004,5.583079,0.457067,0
7309,ZC007309,71922AC,SKF,Angular contact ball,12.304719,14.695281,5.077988,0.45573,0
7310,ZC007310,71922ACD,SKF,Angular contact ball,12.76045,15.23955,5.077988,0.45573,0
7311,ZC007311,71922ACE,SKF,Angular contact ball,14.29924,16.70076,5.814427,0.461266,0
7312,ZC007312,71922C,SKF,Angular contact ball,12.226092,14.773908,5.072537,0.452819,0
7313,ZC007313,71922CD,SKF,Angular contact ball,12.678911,15.321089,5.072537,0.452819,0
7314,ZC007314,71922CE,SKF,Angular contact ball,14.220252,16.779748,5.809658,0.458719,0
7315,ZC007315,71924AC,SKF,Angular contact ball,11.818493,14.181507,4.94482,0.454558,0
7316,ZC007316,71924ACD,SKF,Angular contact ball,12.727786,15.272214,4.945523,0.454564,0
7317,ZC007317,71924ACE,SKF,Angular contact ball,13.78841,16.21159,5.573634,0.459614,0
7318,ZC007318,71924C,SKF,Angular contact ball,11.740772,14.259228,4.939224,0.451569,0
7319,ZC007319,71924CD,SKF,Angular contact ball,12.644098,15.355902,4.939927,0.451575,0
7320,ZC007320,71924CE,SKF,Angular contact ball,13.70871,16.29129,5.56866,0.456957,0
7321,ZC007321,71926AC,SKF,Angular contact ball,11.792915,14.207085,4.838277,0.453575,0
7322,ZC007322,6260,SKF,Deep groove ball,5.138143,6.861857,3.409034,0.428179,0
7323,ZC007323,6264,SKF,Deep groove ball,4.646278,6.353722,3.143577,0.422389,0
7324,ZC007324,627,SKF,Deep groove ball,2.555,4.445,1.716852,0.365,0
7325,ZC007325,629,SKF,Deep groove ball,2.563652,4.436348,1.735199,0.366236,0
7326,ZC007326,63/22,SKF,Deep groove ball,2.573846,4.426154,1.757227,0.367692,0
7327,ZC007327,63/22E,SKF,Deep groove ball,2.5025,4.4975,1.611886,0.3575,0
7328,ZC007328,63/22ETN9/C3VB065,SKF,Deep groove ball,2.49375,4.50625,1.59538,0.35625,0
7329,ZC007329,63/28,SKF,Deep groove ball,3.053498,4.946502,1.994731,0.381687,0
7330,ZC007330,63/32,SKF,Deep groove ball,3.050467,4.949533,1.987608,0.381308,0
7331,ZC007331,6300,SKF,Deep groove ball,2.034595,3.965405,1.39285,0.339099,0
7332,ZC007332,63000,SKF,Deep groove ball,2.564045,4.435955,1.73604,0.366292,0
7333,ZC007333,63001,SKF,Deep groove ball,3.048,4.952,1.98184,0.381,0
7334,ZC007334,63002,SKF,Deep groove ball,3.588511,5.411489,2.367211,0.398723,0
7335,ZC007335,63003,SKF,Deep groove ball,4.084615,5.915385,2.639554,0.408462,0
7336,ZC007336,63004,SKF,Deep groove ball,3.578226,5.421774,2.338526,0.397581,0
7337,ZC007337,63005,SKF,Deep groove ball,4.0625,5.9375,2.572917,0.40625,0
7338,ZC007338,63006,SKF,Deep groove ball,4.576,6.424,2.89219,0.416,0
7339,ZC007339,63007,SKF,Deep groove ball,4.599588,6.400412,2.972301,0.418144,0
7340,ZC007340,63008,SKF,Deep groove ball,5.117778,6.882222,3.326985,0.426481,0
7341,ZC007341,63009,SKF,Deep groove ball,5.55425,7.44575,3.363676,0.42725,0
7342,ZC007342,6300_2,SKF,Taper roller,6.23133,8.76867,2.806322,0.415422,0
7343,ZC007343,6301,SKF,Deep groove ball,2.028,3.972,1.38121,0.338,0
7344,ZC007344,63010,SKF,Deep groove ball,6.059846,7.940154,3.655641,0.432846,0
7345,ZC007345,6302,SKF,Deep groove ball,2.531951,4.468049,1.669467,0.361707,0
7346,ZC007346,6303,SKF,Deep groove ball,2.545047,4.454953,1.696129,0.363578,0
7347,ZC007347,6303E,SKF,Deep groove ball,2.504851,4.495149,1.616366,0.357836,0
7348,ZC007348,6304E,SKF,Deep groove ball,2.507692,4.492308,1.621808,0.358242,0
7349,ZC007349,6305E,SKF,Deep groove ball,2.489773,4.510227,1.587965,0.355682,0
7350,ZC007350,6305ENTN9/C3(FAG),SKF,Deep groove ball,2.510345,4.489655,1.626913,0.358621,0
7351,ZC007351,6306,SKF,Deep groove ball,3.053846,4.946154,1.995552,0.381731,0
7352,ZC007352,6306E,SKF,Deep groove ball,2.501953,4.498047,1.610847,0.357422,0
7353,ZC007353,6307,SKF,Deep groove ball,3.061565,4.938435,2.013904,0.382696,0
7354,ZC007354,6307E,SKF,Deep groove ball,2.543373,4.456627,1.692684,0.363339,0
7355,ZC007355,6308,SKF,Deep groove ball,3.072,4.928,2.039172,0.384,0
7356,ZC007356,6308E,SKF,Deep groove ball,2.567023,4.432977,1.742433,0.366718,0
7357,ZC007357,6309,SKF,Deep groove ball,3.03669,4.96331,1.95576,0.379586,0
7358,ZC007358,6309E,SKF,Deep groove ball,3.014305,4.985695,1.905813,0.376788,0
7359,ZC007359,6309EOPT,SKF,Deep groove ball,3.014305,4.985695,1.905813,0.376788,0
7360,ZC007360,6310,SKF,Deep groove ball,3.0475,4.9525,1.980675,0.380938,0
7361,ZC007361,6310E,SKF,Deep groove ball,3.017822,4.982178,1.913518,0.377228,0
7362,ZC007362,6311,SKF,Deep groove ball,3.056457,4.943543,2.001728,0.382057,0
7363,ZC007363,6311E,SKF,Deep groove ball,3.013453,4.986547,1.903954,0.376682,0
7364,ZC007364,6312,SKF,,2.6264,4.3736,1.878405128,0.3752,1
7365,ZC007365,6312E,SKF,Deep groove ball,3.013057,4.986943,1.903092,0.376632,0
7366,ZC007366,6313,SKF,Deep groove ball,3.070829,4.929171,2.036311,0.383854,0
7367,ZC007367,6313E,SKF,Deep groove ball,3.00878,4.99122,1.893814,0.376098,0
7368,ZC007368,6314,SKF,Deep groove ball,3.076364,4.923636,2.0499,0.384545,0
7369,ZC007369,6314E,SKF,Deep groove ball,3.018545,4.981455,1.91511,0.377318,0
7370,ZC007370,6315,SKF,Deep groove ball,3.081191,4.918809,2.061881,0.385149,0
7371,ZC007371,6316,SKF,,3.086,4.914,2.073,0.386,1
7372,ZC007372,6317,SKF,Deep groove ball,3.089509,4.910491,2.082807,0.386189,0
7373,ZC007373,6318,SKF,Deep groove ball,3.092857,4.907143,2.091332,0.386607,0
7374,ZC007374,6319,SKF,Deep groove ball,3.095864,4.904136,2.099041,0.386983,0
7375,ZC007375,6320,SKF,Deep groove ball,3.072762,4.927238,2.041039,0.384095,0
7376,ZC007376,6321,SKF,Deep groove ball,3.076364,4.923636,2.0499,0.384545,0
7377,ZC007377,6322,SKF,Deep groove ball,3.056686,4.943314,2.00227,0.382086,0
7378,ZC007378,6324,SKF,Deep groove ball,3.131158,4.868842,2.193309,0.391395,0
7379,ZC007379,6326,SKF,Deep groove ball,3.132683,4.867317,2.197547,0.391585,0
7380,ZC007380,6328,SKF,Deep groove ball,3.134,4.866,2.201219,0.39175,0
7381,ZC007381,6330,SKF,Deep groove ball,3.587936,5.412064,2.365592,0.39866,0
7382,ZC007382,633028A,SKF,Angular contact ball,5.789859,8.210141,2.379441,0.413561,0
7383,ZC007383,6332,SKF,Deep groove ball,3.1872,4.8128,2.35903,0.3984,0
7384,ZC007384,633313-2Z,SKF,Angular contact ball,5.743475,8.256525,2.286091,0.410248,0
7385,ZC007385,6334,SKF,Deep groove ball,3.161358,4.838642,2.279979,0.39517,0
7386,ZC007386,6336,SKF,Deep groove ball,3.581518,5.418482,2.34764,0.397946,0
7387,ZC007387,6338,SKF,Deep groove ball,3.81476,5.18524,2.456997,0.423862,0
7388,ZC007388,634,SKF,Deep groove ball,3.066667,4.933333,2.02619,0.383333,0
7389,ZC007389,6340,SKF,Deep groove ball,3.624242,5.375758,2.471896,0.402694,0
7390,ZC007390,6344,SKF,Deep groove ball,3.659559,5.340441,2.583783,0.406618,0
7391,ZC007391,6348,SKF,Deep groove ball,4.141892,5.858108,2.827575,0.414189,0
7392,ZC007392,635,SKF,Deep groove ball,3.076923,4.923077,2.051282,0.384615,0
7393,ZC007393,6352,SKF,Deep groove ball,4.126875,5.873125,2.775966,0.412688,0
7394,ZC007394,6356,SKF,Deep groove ball,4.113953,5.886047,2.732918,0.411395,0
7395,ZC007395,635_2,SKF,Taper roller,7.693735,10.306265,3.278224,0.427431,0
7396,ZC007396,639058,SKF,Taper roller,16.816231,19.183769,7.312014,0.467119,0
7397,ZC007397,639114,SKF,Taper roller,8.190457,10.809543,3.45998,0.431077,0
7398,ZC007398,639169,SKF,Taper roller,5.771956,8.228044,2.688586,0.412283,0
7399,ZC007399,639174,SKF,Taper roller,6.753952,9.246048,3.027933,0.422122,0
7400,ZC007400,639175,SKF,Taper roller,6.753952,9.246048,3.027933,0.422122,0
7401,ZC007401,639197,SKF,Taper roller,5.659295,8.340705,2.433929,0.404235,0
7402,ZC007402,639209,SKF,Taper roller,5.82247,8.17753,2.764943,0.415891,0
7403,ZC007403,639213,SKF,Taper roller,4.886817,7.113183,2.51553,0.407235,0
7404,ZC007404,6400,SKF,Taper roller,7.233095,9.766905,3.188541,0.425476,0
7405,ZC007405,64000,SKF,Taper roller,10.817944,13.182056,4.753361,0.450749,0
7406,ZC007406,6403,SKF,Deep groove ball,2.035443,3.964557,1.394359,0.339241,0
7407,ZC007407,6404,SKF,Deep groove ball,2.016522,3.983478,1.361286,0.336087,0
7408,ZC007408,6405,SKF,Deep groove ball,2.52566,4.47434,1.656896,0.360809,0
7409,ZC007409,6406,SKF,Deep groove ball,2.527583,4.472417,1.660723,0.361083,0
7410,ZC007410,6407,SKF,Deep groove ball,2.5265,4.4735,1.658566,0.360929,0
7411,ZC007411,6408,SKF,Deep groove ball,2.5368,4.4632,1.67926,0.3624,0
7412,ZC007412,6409,SKF,Deep groove ball,2.523394,4.476606,1.652405,0.360485,0
7413,ZC007413,6410,SKF,Deep groove ball,2.542944,4.457056,1.691803,0.363278,0
7414,ZC007414,6411,SKF,Deep groove ball,2.531128,4.468872,1.667814,0.36159,0
7415,ZC007415,6412,SKF,Deep groove ball,2.547667,4.452333,1.701544,0.363952,0
7416,ZC007416,6413,SKF,Deep groove ball,2.561689,4.438311,1.731009,0.365956,0
7417,ZC007417,6414,SKF,Deep groove ball,2.52224,4.47776,1.650125,0.36032,0
7418,ZC007418,6415,SKF,Deep groove ball,2.535585,4.464415,1.676798,0.362226,0
7419,ZC007419,6416,SKF,Deep groove ball,2.5475,4.4525,1.701199,0.363929,0
7420,ZC007420,6417,SKF,Deep groove ball,2.558203,4.441797,1.723608,0.365458,0
7421,ZC007421,6418,SKF,Deep groove ball,2.582889,4.417111,1.77715,0.368984,0
7422,ZC007422,6418B,SKF,Angular contact ball,4.795632,7.204368,1.831282,0.399636,0
7423,ZC007423,6419,SKF,Deep groove ball,3.203821,4.796179,2.412475,0.400478,0
7424,ZC007424,6420,SKF,Deep groove ball,3.165486,4.834514,2.292289,0.395686,0
7425,ZC007425,649000,SKF,Taper roller,21.652785,24.347215,8.258447,0.470714,0
7426,ZC007426,649000_2,SKF,Taper roller,21.652856,24.347144,8.258882,0.470714,0
7427,ZC007427,6500,SKF,Taper roller,8.178225,10.821775,3.404959,0.430434,0
7428,ZC007428,65000,SKF,Taper roller,6.678506,9.321494,2.800179,0.417407,0
7429,ZC007429,65300,SKF,Taper roller,5.256334,7.743666,2.420049,0.404333,0
7430,ZC007430,655,SKF,Taper roller,8.736678,11.263322,3.757513,0.436834,0
7431,ZC007431,66000,SKF,Taper roller,6.317364,8.682636,2.85315,0.421158,0
7432,ZC007432,67300,SKF,Taper roller,13.196056,15.803944,5.375466,0.455036,0
7433,ZC007433,675,SKF,Taper roller,9.811846,12.188154,4.365192,0.445993,0
7434,ZC007434,675_(1_ROW),SKF,SKF,9.812,12.188,4.365,0.446,0
7435,ZC007435,675_(2_ROWS),SKF,SKF,9.812,12.188,4.365,0.446,0
7436,ZC007436,67700,SKF,Taper roller,16.757301,19.242699,6.917005,0.465482,0
7437,ZC007437,67800,SKF,Taper roller,18.266967,20.733033,7.504977,0.468384,0
7438,ZC007438,67900,SKF,Taper roller,19.289773,21.710227,7.992063,0.470483,0
7439,ZC007439,68000,SKF,Taper roller,11.262199,13.737801,4.746081,0.450488,0
7440,ZC007440,6906 NICE,SKF,Deep groove ball,3.620737,5.379263,2.461266,0.402304,0
7441,ZC007441,6908 NICE,SKF,Deep groove ball,2.439017,5.560983,1.086121,0.304877,0
7442,ZC007442,6910 NICE,SKF,Deep groove ball,3.111111,4.888889,2.138889,0.388889,0
7443,ZC007443,71926ACD,SKF,Angular contact ball,12.246883,14.753117,4.839827,0.453589,0
7444,ZC007444,71926C,SKF,Angular contact ball,11.713511,14.286489,4.832559,0.450521,0
7445,ZC007445,71926CD,SKF,Angular contact ball,12.164452,14.835548,4.834111,0.450536,0
7446,ZC007446,71928AC,SKF,Angular contact ball,12.778846,15.221154,5.155688,0.456387,0
7447,ZC007447,71928ACD,SKF,Angular contact ball,13.235632,15.764368,5.157337,0.456402,0
7448,ZC007448,71928C,SKF,Angular contact ball,12.698517,15.301483,5.150316,0.453518,0
7449,ZC007449,71928CD,SKF,Angular contact ball,13.15246,15.84754,5.151967,0.453533,0
7450,ZC007450,71930AC,SKF,Angular contact ball,11.30103,13.69897,4.680944,0.452041,0
7451,ZC007451,71930ACD,SKF,Angular contact ball,11.753072,14.246928,4.680945,0.452042,0
7452,ZC007452,71930C,SKF,Angular contact ball,11.222161,13.777839,4.675039,0.448887,0
7453,ZC007453,71930CD,SKF,Angular contact ball,11.671047,14.328953,4.675038,0.448886,0
7454,ZC007454,71932AC,SKF,Angular contact ball,12.273265,14.726735,4.9457,0.454566,0
7455,ZC007455,71932ACD,SKF,Angular contact ball,12.72783,15.27217,4.945699,0.454565,0
7456,ZC007456,71932C,SKF,Angular contact ball,12.192569,14.807431,4.940103,0.451577,0
7457,ZC007457,71932CD,SKF,Angular contact ball,12.644145,15.355855,4.940104,0.451578,0
7458,ZC007458,71934AC,SKF,Angular contact ball,12.791439,15.208561,5.210225,0.456837,0
7459,ZC007459,71934ACD,SKF,Angular contact ball,13.248276,15.751724,5.210225,0.456837,0
7460,ZC007460,71934C,SKF,Angular contact ball,12.711938,15.288062,5.204909,0.453998,0
7461,ZC007461,71934CD,SKF,Angular contact ball,13.165936,15.834064,5.204909,0.453998,0
7462,ZC007462,71936AC,SKF,Angular contact ball,11.782344,14.217656,4.79554,0.453168,0
7463,ZC007463,71936ACD,SKF,Angular contact ball,12.235226,14.764774,4.794441,0.453157,0
7464,ZC007464,71936C,SKF,Angular contact ball,11.702245,14.297755,4.789772,0.450087,0
7465,ZC007465,71936CD,SKF,Angular contact ball,12.152028,14.847972,4.788672,0.450075,0
7466,ZC007466,71938AC,SKF,Angular contact ball,12.292247,14.707753,5.024716,0.455268,0
7467,ZC007467,71938ACD,SKF,Angular contact ball,12.746677,15.253323,5.0213,0.455238,0
7468,ZC007468,71938C,SKF,Angular contact ball,12.212228,14.787772,5.016936,0.452305,0
7469,ZC007469,71938CD,SKF,Angular contact ball,12.664232,15.335768,5.015788,0.452295,0
7470,ZC007470,71940AC,SKF,Angular contact ball,11.30153,13.69847,4.682931,0.452061,0
7471,ZC007471,71940ACD,SKF,Angular contact ball,11.753072,14.246928,4.680945,0.452042,0
7472,ZC007472,71940C,SKF,Angular contact ball,11.222161,13.777839,4.675039,0.448887,0
7473,ZC007473,71940CD,SKF,Angular contact ball,11.671047,14.328953,4.675038,0.448886,0
7474,ZC007474,71944AC,SKF,Angular contact ball,12.76045,15.23955,5.077988,0.45573,0
7475,ZC007475,71944ACD,SKF,Angular contact ball,13.21618,15.78382,5.077988,0.45573,0
7476,ZC007476,71944CD,SKF,Angular contact ball,13.131729,15.868271,5.072536,0.452818,0
7477,ZC007477,71948AC,SKF,Angular contact ball,13.766774,16.233226,5.474556,0.458893,0
7478,ZC007478,71948C,SKF,Angular contact ball,13.685651,16.314349,5.469493,0.456189,0
7479,ZC007479,71960AC,SKF,Angular contact ball,11.30103,13.69897,4.680944,0.452041,0
7480,ZC007480,71964AC,SKF,Angular contact ball,12.273265,14.726735,4.9457,0.454566,0
7481,ZC007481,72000C,SKF,Taper roller,6.19468,8.80532,2.50026,0.412979,0
7482,ZC007482,72000C_2,SKF,Taper roller,6.733681,9.266319,2.763923,0.420855,0
7483,ZC007483,7200AC,SKF,Angular contact ball,3.004361,4.995639,1.70776,0.375545,0
7484,ZC007484,7200ACD,SKF,Angular contact ball,3.378242,5.621758,1.704893,0.37536,0
7485,ZC007485,7200B,SKF,Angular contact ball,4.097433,5.902567,2.052708,0.409743,0
7486,ZC007486,7200BECBM,SKF,Angular contact ball,3.094332,4.905668,1.604944,0.386791,0
7487,ZC007487,7200BECBP,SKF,Angular contact ball,3.481123,5.518877,1.604944,0.386791,0
7488,ZC007488,7200BECBY,SKF,Angular contact ball,3.867915,6.132085,1.604944,0.386791,0
7489,ZC007489,7200BEP,SKF,Angular contact ball,3.481123,5.518877,1.604944,0.386791,0
7490,ZC007490,7200C,SKF,Angular contact ball,2.93729,5.06271,1.689542,0.367161,0
7491,ZC007491,7200CC,SKF,Angular contact ball,3.289324,5.710676,1.686275,0.36548,0
7492,ZC007492,7200CD,SKF,Angular contact ball,3.304452,5.695548,1.689542,0.367161,0
7493,ZC007493,7201AC,SKF,Angular contact ball,3.012647,4.987353,1.723978,0.376581,0
7494,ZC007494,7201ACD,SKF,Angular contact ball,3.854757,6.145243,1.874623,0.385476,0
7495,ZC007495,7201B,SKF,Angular contact ball,3.559855,5.440145,1.753312,0.395539,0
7496,ZC007496,7201BECBM,SKF,Angular contact ball,3.481123,5.518877,1.604944,0.386791,0
7497,ZC007497,7201BECBP,SKF,Angular contact ball,3.867915,6.132085,1.604944,0.386791,0
7498,ZC007498,7201BECBY,SKF,Angular contact ball,4.254706,6.745294,1.604944,0.386791,0
7499,ZC007499,7201BEP,SKF,Angular contact ball,3.969447,6.030553,1.779388,0.396945,0
7500,ZC007500,7201C,SKF,Angular contact ball,2.946263,5.053737,1.706104,0.368283,0
7501,ZC007501,7201C78,SKF,SKF,2.9544,5.046,1.7214,0.369,0
7502,ZC007502,7201CC,SKF,Angular contact ball,3.763977,6.236023,1.857516,0.376398,0
7503,ZC007503,7201CD,SKF,Angular contact ball,3.779421,6.220579,1.860518,0.377942,0
7504,ZC007504,7202AC,SKF,Angular contact ball,3.924902,6.075098,2.010063,0.39249,0
7505,ZC007505,7202ACD,SKF,Angular contact ball,3.860836,6.139164,1.885733,0.386084,0
7506,ZC007506,7202BECBM,SKF,Angular contact ball,4.027124,5.972876,1.893977,0.402712,0
7507,ZC007507,7202BECBY,SKF,Angular contact ball,4.429836,6.570164,1.893977,0.402712,0
7508,ZC007508,7202BEP,SKF,Angular contact ball,4.429836,6.570164,1.893977,0.402712,0
7509,ZC007509,7202C,SKF,Angular contact ball,3.85282,6.14718,1.994191,0.385282,0
7510,ZC007510,7202C78,SKF,SKF,3.8502,6.15,1.9884,0.3852,0
7511,ZC007511,7202CC,SKF,Angular contact ball,3.771997,6.228003,1.871222,0.3772,0
7512,ZC007512,7202CD,SKF,Angular contact ball,3.785901,6.214099,1.871703,0.37859,0
7513,ZC007513,7203AC,SKF,Angular contact ball,3.928721,6.071279,2.017923,0.392872,0
7514,ZC007514,7203ACD,SKF,Angular contact ball,3.864094,6.135906,1.891733,0.386409,0
7515,ZC007515,7203B,SKF,Angular contact ball,4.504317,6.495683,2.046415,0.409483,0
7516,ZC007516,7203BEAP,SKF,Angular contact ball,4.44388,6.55612,1.921132,0.403989,0
7517,ZC007517,7203BEAY/J,SKF,Angular contact ball,4.44388,6.55612,1.921132,0.403989,0
7518,ZC007518,7203BECBM,SKF,Angular contact ball,4.040429,5.959571,1.922291,0.404043,0
7519,ZC007519,7203BECBY,SKF,Angular contact ball,4.444471,6.555529,1.922291,0.404043,0
7520,ZC007520,7203BEP,SKF,Angular contact ball,4.44388,6.55612,1.921132,0.403989,0
7521,ZC007521,7203C,SKF,Angular contact ball,3.856649,6.143351,2.001611,0.385665,0
7522,ZC007522,7203C78,SKF,SKF,3.8568,6.1434,2.0016,0.3858,0
7523,ZC007523,7203CC,SKF,Angular contact ball,3.774055,6.225945,1.874765,0.377406,0
7524,ZC007524,7203CD,SKF,Angular contact ball,3.789373,6.210627,1.877743,0.378937,0
7525,ZC007525,7204AC,SKF,Angular contact ball,3.940149,6.059851,2.041763,0.394015,0
7526,ZC007526,7204ACD,SKF,Angular contact ball,4.332788,6.667212,2.03913,0.39389,0
7527,ZC007527,7204B,SKF,Angular contact ball,4.503731,6.496269,2.045132,0.40943,0
7528,ZC007528,7204BEAP,SKF,Angular contact ball,4.910891,7.089109,2.040578,0.409241,0
7529,ZC007529,7204BEAY/J,SKF,Angular contact ball,4.910891,7.089109,2.040578,0.409241,0
7530,ZC007530,7204BECBM,SKF,Angular contact ball,4.501398,6.498602,2.040029,0.409218,0
