BEARINGID,CODE,NAME=型号,MANUFACTURE,DESCRIPTION,BPFO=外圈,BPFI=内圈,BSF=滚子,FTF=保持架,EDITSTATUS
4883,ZC004883,7026C,NTN,NTN,9.232,11.768,3.94,0.44,0
4884,ZC004884,7028,NTN,Angular Contact,9.88,12.12,4.2,0.45,0
4885,ZC004885,7028C,NTN,NTN,9.749,12.251,4.193,0.443,0
4886,ZC004886,7030,NTN,Angular Contact,9.87,12.13,4.18,0.45,0
4887,ZC004887,7030C,NTN,NTN,9.741,12.259,4.163,0.443,0
4888,ZC004888,7032,NTN,Angular Contact,9.87,12.13,4.16,0.45,0
4889,ZC004889,7032C,NTN,NTN,9.735,12.265,4.144,0.443,0
4890,ZC004890,7034,NTN,Angular Contact,9.36,11.64,3.94,0.45,0
4891,ZC004891,7034C,NTN,NTN,9.227,11.773,3.925,0.439,0
4892,ZC004892,7036,NTN,Angular Contact,9.31,11.69,3.77,0.44,0
4893,ZC004893,7036C,NTN,NTN,9.17,11.83,3.752,0.437,0
4894,ZC004894,7038,NTN,Angular Contact,9.8,12.2,3.93,0.45,0
4895,ZC004895,7038C,NTN,NTN,9.663,12.337,3.915,0.439,0
4896,ZC004896,7040,NTN,Angular Contact,9.31,11.69,3.78,0.44,0
4897,ZC004897,7040C,NTN,NTN,9.174,11.826,3.764,0.437,0
4898,ZC004898,7200,NTN,Angular Contact,4,6,2.04,0.4,0
4899,ZC004899,7200B,NTN,Angular Contact,4.11,5.89,2.04,0.41,0
4900,ZC004900,7200C,NTN,NTN,3.49,5.51,2.044,0.388,0
4901,ZC004901,7201,NTN,Angular Contact,3.91,6.09,1.89,0.39,0
4902,ZC004902,7201B,NTN,Angular Contact,4.04,5.96,1.91,0.4,0
4903,ZC004903,7201C,NTN,NTN,3.402,5.598,1.862,0.378,0
4904,ZC004904,7202,NTN,Angular Contact,3.9,6.1,1.87,0.39,0
4905,ZC004905,7202B,NTN,Angular Contact,4.03,5.97,1.89,0.4,0
4906,ZC004906,7202C,NTN,NTN,3.396,5.604,1.85,0.377,0
4907,ZC004907,7203,NTN,Angular Contact,4.32,6.68,1.92,0.39,0
4908,ZC004908,7203B,NTN,Angular Contact,4.46,6.54,1.94,0.41,0
4909,ZC004909,7203C,NTN,NTN,3.422,5.578,1.9,0.38,0
4910,ZC004910,7204,NTN,Angular Contact,4.41,6.59,2.09,0.4,0
4911,ZC004911,7204B,NTN,Angular Contact,4.53,6.47,2.11,0.41,0
4912,ZC004912,7204C,NTN,NTN,3.889,6.111,2.066,0.389,0
4913,ZC004913,7205,NTN,Angular Contact,5.36,7.64,2.39,0.41,0
4914,ZC004914,7205B,NTN,Angular Contact,5.49,7.51,2.4,0.42,0
4915,ZC004915,7205C,NTN,NTN,4.821,7.179,2.362,0.402,0
4916,ZC004916,7206,NTN,Angular Contact,5.35,7.65,2.36,0.41,0
4917,ZC004917,7206B,NTN,Angular Contact,5.48,7.52,2.38,0.42,0
4918,ZC004918,7206C,NTN,NTN,4.813,7.187,2.346,0.401,0
4919,ZC004919,7207,NTN,Angular Contact,5.33,7.67,2.33,0.41,0
4920,ZC004920,7207B,NTN,Angular Contact,5.47,7.53,2.35,0.42,0
4921,ZC004921,7207C,NTN,NTN,4.796,7.204,2.311,0.4,0
4922,ZC004922,7208,NTN,Angular Contact,5.8,8.2,2.45,0.41,0
4923,ZC004923,7208B,NTN,Angular Contact,5.94,8.06,2.47,0.42,0
4924,ZC004924,7208C,NTN,NTN,5.254,7.746,2.427,0.404,0
4925,ZC004925,7209,NTN,Angular Contact,5.82,8.18,2.49,0.42,0
4926,ZC004926,7209B,NTN,Angular Contact,5.95,8.05,2.5,0.43,0
4927,ZC004927,7209C,NTN,NTN,5.273,7.727,2.468,0.406,0
4928,ZC004928,7210,NTN,Angular Contact,6.32,8.68,2.69,0.42,0
4929,ZC004929,7210B,NTN,Angular Contact,6.46,8.54,2.7,0.43,0
4930,ZC004930,7210C,NTN,NTN,5.773,8.227,2.672,0.412,0
4931,ZC004931,7211,NTN,Angular Contact,6.3,8.7,2.65,0.42,0
4932,ZC004932,7211B,NTN,Angular Contact,6.44,8.56,2.66,0.43,0
4933,ZC004933,7211C,NTN,NTN,5.754,8.246,2.626,0.411,0
4934,ZC004934,7212,NTN,Angular Contact,5.81,8.69,2.66,0.42,0
4935,ZC004935,7212B,NTN,Angular Contact,6.45,8.55,2.67,0.43,0
4936,ZC004936,7213,NTN,Angular Contact,6.75,9.25,2.71,0.42,0
4937,ZC004937,7213B,NTN,Angular Contact,6.9,9.1,2.73,0.43,0
4938,ZC004938,7213C,NTN,NTN,5.782,8.218,2.691,0.413,0
4939,ZC004939,7214,NTN,Angular Contact,6.76,9.24,2.73,0.42,0
4940,ZC004940,7214B,NTN,Angular Contact,6.9,9.1,2.74,0.43,0
4941,ZC004941,7214C,NTN,NTN,5.789,8.211,2.709,0.414,0
4942,ZC004942,7215,NTN,Angular Contact,7.26,9.74,2.9,0.43,0
4943,ZC004943,7215B,NTN,Angular Contact,7.4,9.6,2.92,0.44,0
4944,ZC004944,7215C,NTN,NTN,6.275,8.725,2.879,0.418,0
4945,ZC004945,7216,NTN,Angular Contact,6.8,9.2,2.83,0.43,0
4946,ZC004946,7216B,NTN,Angular Contact,6.94,9.06,2.84,0.43,0
4947,ZC004947,7216C,NTN,NTN,6.246,8.754,2.807,0.416,0
4948,ZC004948,7217,NTN,Angular Contact,7.26,9.74,2.91,0.43,0
4949,ZC004949,7217B,NTN,Angular Contact,7.41,9.59,2.93,0.44,0
4950,ZC004950,7217C,NTN,NTN,6.701,9.299,2.895,0.419,0
4951,ZC004951,7218,NTN,Angular Contact,6.77,9.23,2.75,0.42,0
4952,ZC004952,7218B,NTN,Angular Contact,6.91,9.09,2.77,0.43,0
4953,ZC004953,7218c,NTN,NTN,6.212,8.788,2.73,0.414,0
4954,ZC004954,7219,NTN,Angular Contact,6.76,9.24,2.72,0.42,0
4955,ZC004955,7219B,NTN,Angular Contact,6.9,9.1,2.73,0.43,0
4956,ZC004956,7219C,NTN,NTN,6.198,8.802,2.699,0.413,0
4957,ZC004957,7220,NTN,Angular Contact,6.32,8.68,2.69,0.42,0
4958,ZC004958,7220B,NTN,Angular Contact,6.46,8.54,2.71,0.43,0
4959,ZC004959,7220C,NTN,NTN,5.773,8.227,2.672,0.412,0
4960,ZC004960,7221,NTN,Angular Contact,6.31,8.69,2.67,0.42,0
4961,ZC004961,7221B,NTN,Angular Contact,6.45,8.55,2.68,0.43,0
4962,ZC004962,7221C,NTN,NTN,5.763,8.237,2.648,0.412,0
4963,ZC004963,7222,NTN,Angular Contact,6.3,8.7,2.64,0.42,0
4964,ZC004964,7222B,NTN,Angular Contact,6.44,8.56,2.66,0.43,0
4965,ZC004965,7222C,NTN,NTN,5.754,8.246,2.627,0.411,0
4966,ZC004966,7224,NTN,Angular Contact,6.33,8.67,2.71,0.42,0
4967,ZC004967,7224B,NTN,Angular Contact,6.47,8.53,2.72,0.43,0
4968,ZC004968,7224C,NTN,NTN,6.196,8.804,2.693,0.413,0
4969,ZC004969,7226,NTN,Angular Contact,6.35,8.65,2.77,0.42,0
4970,ZC004970,7226B,NTN,Angular Contact,6.49,8.51,2.79,0.43,0
4971,ZC004971,7226C,NTN,NTN,6.222,8.778,2.753,0.415,0
4972,ZC004972,7228,NTN,Angular Contact,6.87,9.13,3.01,0.43,0
4973,ZC004973,7228B,NTN,Angular Contact,7,9,3.03,0.44,0
4974,ZC004974,7228C,NTN,NTN,6.74,9.26,2.99,0.421,0
4975,ZC004975,7230,NTN,Angular Contact,6.85,9.15,2.95,0.43,0
4976,ZC004976,7230B,NTN,Angular Contact,6.98,9.02,2.96,0.44,0
4977,ZC004977,7230C,NTN,NTN,6.715,9.285,2.929,0.42,0
4978,ZC004978,7232,NTN,Angular Contact,6.83,9.17,2.89,0.43,0
4979,ZC004979,7232B,NTN,Angular Contact,6.96,9.04,2.9,0.44,0
4980,ZC004980,7234,NTN,Angular Contact,6.81,9.19,2.84,0.43,0
4981,ZC004981,7234B,NTN,Angular Contact,6.95,9.05,2.86,0.43,0
4982,ZC004982,7236,NTN,Angular Contact,7.29,9.71,2.97,0.43,0
4983,ZC004983,7236B,NTN,Angular Contact,7.43,9.57,2.98,0.44,0
4984,ZC004984,7238,NTN,Angular Contact,7.35,9.65,3.15,0.43,0
4985,ZC004985,7238B,NTN,Angular Contact,7.49,9.51,3.17,0.44,0
4986,ZC004986,7240,NTN,Angular Contact,7.33,9.67,3.09,0.43,0
4987,ZC004987,7240B,NTN,Angular Contact,7.47,9.53,3.1,0.44,0
4988,ZC004988,7300,NTN,Angular Contact,2.93,5.07,1.47,0.37,0
4989,ZC004989,7300B,NTN,Angular Contact,3.06,4.94,1.47,0.38,0
4990,ZC004990,7301,NTN,Angular Contact,2.88,5.12,1.43,0.36,0
4991,ZC004991,7301B,NTN,Angular Contact,3.01,4.99,1.45,0.38,0
4992,ZC004992,7302,NTN,Angular Contact,3.84,6.16,1.76,0.38,0
4993,ZC004993,7302B,NTN,Angular Contact,3.97,6.03,1.78,0.4,0
4994,ZC004994,7302C,NTN,NTN,3.331,5.669,1.733,0.37,0
4995,ZC004995,7303,NTN,Angular Contact,3.82,6.18,1.73,0.38,0
4996,ZC004996,7303B,NTN,Angular Contact,3.96,6.04,1.76,0.4,0
4997,ZC004997,7303C,NTN,NTN,3.314,5.686,1.706,0.368,0
4998,ZC004998,7304,NTN,Angular Contact,3.85,6.15,1.79,0.39,0
4999,ZC004999,7304B,NTN,Angular Contact,3.99,6.01,1.81,0.4,0
5000,ZC005000,7304C,NTN,NTN,3.35,5.65,1.767,0.372,0
5001,ZC005001,7305,NTN,Angular Contact,4.28,6.72,1.86,0.39,0
5002,ZC005002,7305B,NTN,Angular Contact,4.43,6.57,1.89,0.4,0
5003,ZC005003,7305C,NTN,NTN,3.766,6.234,1.838,0.377,0
5004,ZC005004,7306,NTN,Angular Contact,5.21,7.79,2.1,0.4,0
5005,ZC005005,7306B,NTN,Angular Contact,5.36,7.64,2.12,0.41,0
5006,ZC005006,7306C,NTN,NTN,4.284,6.716,2.077,0.389,0
5007,ZC005007,7307,NTN,Angular Contact,4.78,7.22,2.04,0.4,0
5008,ZC005008,7307B,NTN,Angular Contact,4.92,7.08,2.06,0.41,0
5009,ZC005009,7307C,NTN,NTN,4.253,6.747,2.021,0.387,0
5010,ZC005010,7308,NTN,Angular Contact,4.8,7.2,2.07,0.4,0
5011,ZC005011,7308B,NTN,Angular Contact,4.93,7.07,2.09,0.41,0
5012,ZC005012,7308C,NTN,NTN,4.268,6.732,2.047,0.388,0
5013,ZC005013,7309,NTN,Angular Contact,4.75,7.25,1.99,0.4,0
5014,ZC005014,7309B,NTN,Angular Contact,4.89,7.11,2.01,0.41,0
5015,ZC005015,7309C,NTN,NTN,4.247,6.753,2.009,0.386,0
5016,ZC005016,7310,NTN,Angular Contact,4.76,7.24,2.01,0.4,0
5017,ZC005017,7310B,NTN,Angular Contact,4.91,7.09,2.03,0.41,0
5018,ZC005018,7310C,NTN,NTN,4.266,6.734,2.044,0.388,0
5019,ZC005019,7311,NTN,Angular Contact,4.8,7.2,2.07,0.4,0
5020,ZC005020,7311B,NTN,Angular Contact,4.94,7.06,2.09,0.41,0
5021,ZC005021,7311C,NTN,NTN,4.268,6.732,2.048,0.388,0
5022,ZC005022,7312,NTN,Angular Contact,4.8,7.2,2.08,0.4,0
5023,ZC005023,7312B,NTN,Angular Contact,4.94,7.06,2.1,0.41,0
5024,ZC005024,7312C,NTN,NTN,4.27,6.73,2.052,0.388,0
5025,ZC005025,7313,NTN,Angular Contact,4.79,7.21,2.07,0.4,0
5026,ZC005026,7313B,NTN,Angular Contact,4.93,7.07,2.09,0.41,0
5027,ZC005027,7313C,NTN,NTN,4.266,6.734,2.044,0.388,0
5028,ZC005028,7314,NTN,Angular Contact,4.8,7.2,2.08,0.4,0
5029,ZC005029,7314B,NTN,Angular Contact,4.94,7.06,2.1,0.41,0
5030,ZC005030,7314C,NTN,NTN,4.273,6.727,2.058,0.388,0
5031,ZC005031,7315,NTN,Angular Contact,4.81,7.19,2.09,0.4,0
5032,ZC005032,7315B,NTN,Angular Contact,4.95,7.05,2.11,0.41,0
5033,ZC005033,7315C,NTN,NTN,4.28,6.72,2.07,0.389,0
5034,ZC005034,7316,NTN,Angular Contact,4.81,7.19,2.1,0.4,0
5035,ZC005035,7316B,NTN,Angular Contact,4.95,7.05,2.12,0.41,0
5036,ZC005036,7316C,NTN,NTN,4.286,6.714,2.081,0.39,0
5037,ZC005037,7317,NTN,Angular Contact,4.82,7.18,2.11,0.4,0
5038,ZC005038,7317B,NTN,Angular Contact,4.99,7.01,2.22,0.42,0
5039,ZC005039,7317C,NTN,NTN,4.291,6.709,2.091,0.39,0
5040,ZC005040,7318,NTN,Angular Contact,4.82,7.18,2.12,0.4,0
5041,ZC005041,7318B,NTN,Angular Contact,4.96,7.04,2.14,0.41,0
5042,ZC005042,7318C,NTN,NTN,4.686,7.314,2.099,0.39,0
5043,ZC005043,7319,NTN,Angular Contact,4.83,7.17,2.13,0.4,0
5044,ZC005044,7319B,NTN,Angular Contact,4.96,7.04,2.15,0.41,0
5045,ZC005045,7319C,NTN,NTN,4.69,7.31,2.107,0.391,0
5046,ZC005046,7320,NTN,Angular Contact,4.8,7.2,2.07,0.4,0
5047,ZC005047,7320B,NTN,Angular Contact,4.94,7.06,2.09,0.41,0
5048,ZC005048,7320C,NTN,NTN,4.657,7.343,2.049,0.388,0
5049,ZC005049,7321,NTN,Angular Contact,4.8,7.2,2.08,0.4,0
5050,ZC005050,7321B,NTN,Angular Contact,4.94,7.06,2.1,0.41,0
5051,ZC005051,7321C,NTN,NTN,4.662,7.338,2.058,0.388,0
5052,ZC005052,7322,NTN,Angular Contact,4.39,6.61,2.05,0.4,0
5053,ZC005053,7322B,NTN,Angular Contact,4.52,6.48,2.07,0.41,0
5054,ZC005054,7322C,NTN,NTN,4.258,6.742,2.029,0.387,0
5055,ZC005055,7324,NTN,Angular Contact,4.87,7.13,2.22,0.41,0
5056,ZC005056,7324B,NTN,Angular Contact,5,7,2.24,0.42,0
5057,ZC005057,7326,NTN,Angular Contact,4.87,7.13,2.23,0.41,0
5058,ZC005058,7326B,NTN,Angular Contact,5,7,2.24,0.42,0
5059,ZC005059,7328,NTN,Angular Contact,4.88,7.12,2.23,0.41,0
5060,ZC005060,7328B,NTN,Angular Contact,5,7,2.25,0.42,0
5061,ZC005061,7330,NTN,Angular Contact,4.88,7.12,2.23,0.41,0
5062,ZC005062,7330B,NTN,Angular Contact,5.01,6.99,2.25,0.42,0
5063,ZC005063,7332,NTN,Angular Contact,5.36,7.64,2.39,0.41,0
5064,ZC005064,7332B,NTN,Angular Contact,5.49,7.51,2.4,0.42,0
5065,ZC005065,7334,NTN,Angular Contact,4.88,7.12,2.24,0.41,0
5066,ZC005066,7334B,NTN,Angular Contact,5.01,6.99,2.26,0.42,0
5067,ZC005067,7336,NTN,Angular Contact,5.35,7.65,2.37,0.41,0
5068,ZC005068,7336B,NTN,Angular Contact,5.48,7.52,2.39,0.42,0
5069,ZC005069,7338,NTN,Angular Contact,5.83,8.17,2.51,0.42,0
5070,ZC005070,7338B,NTN,Angular Contact,5.96,8.04,2.53,0.43,0
5071,ZC005071,7340,NTN,Angular Contact,4.94,7.06,2.37,0.41,0
5072,ZC005072,7340B,NTN,Angular Contact,5.06,6.94,2.38,0.42,0
5073,ZC005073,B1205,NTN,Max. Cap Type,4.78,7.22,2.36,0.4,0
5074,ZC005074,B1206,NTN,Max. Cap Type,5.17,7.83,2.34,0.4,0
5075,ZC005075,B1207,NTN,Max. Cap Type,5.15,7.85,2.31,0.4,0
5076,ZC005076,B1307,NTN,Max. Cap Type,4.59,7.41,2.01,0.38,0
5077,ZC005077,B1317,NTN,Max. Cap Type,4.63,7.37,2.08,0.39,0
5078,ZC005078,BG313,NTN,NTN,3.195,4.805,2.065,0.399,0
5079,ZC005079,BG314,NTN,NTN,3.2,4.8,2.079,0.4,0
5080,ZC005080,BG315,NTN,NTN,3.204,4.796,2.09,0.4,0
5081,ZC005081,BL2/28,NTN,Max. Cap Type,4.67,7.33,2.15,0.39,0
5082,ZC005082,BL2/32,NTN,Max. Cap Type,4.72,7.28,2.24,0.39,0
5083,ZC005083,BL205,NTN,NTN,4.779,7.221,2.355,0.398,0
5084,ZC005084,BL206,NTN,NTN,5.169,7.831,2.339,0.398,0
5085,ZC005085,BL207,NTN,NTN,5.15,7.85,2.303,0.396,0
5086,ZC005086,BL208,NTN,Max. Cap Type,5.61,8.39,2.42,0.4,0
5087,ZC005087,BL209,NTN,Max. Cap Type,5.63,8.37,2.46,0.4,0
5088,ZC005088,BL210,NTN,Max. Cap Type,6.14,8.86,2.66,0.41,0
5089,ZC005089,BL211,NTN,Max. Cap Type,6.12,8.88,2.62,0.41,0
5090,ZC005090,BL212,NTN,Max. Cap Type,6.12,8.88,2.63,0.41,0
5091,ZC005091,BL213,NTN,Max. Cap Type,6.15,8.85,2.69,0.41,0
5092,ZC005092,BL214,NTN,Max. Cap Type,6.16,8.84,2.7,0.41,0
5093,ZC005093,BL215,NTN,Max. Cap Type,6.65,9.35,2.88,0.42,0
5094,ZC005094,BL216,NTN,Max. Cap Type,6.62,9.38,2.8,0.41,0
5095,ZC005095,BL217,NTN,Max. Cap Type,6.65,9.35,2.89,0.42,0
5096,ZC005096,BL218,NTN,Max. Cap Type,6.58,9.42,2.73,0.41,0
5097,ZC005097,BL219,NTN,Max. Cap Type,6.15,8.85,2.69,0.41,0
5098,ZC005098,BL220,NTN,Max. Cap Type,6.14,8.86,2.66,0.41,0
5099,ZC005099,BL221,NTN,Max. Cap Type,6.13,8.87,2.64,0.41,0
5100,ZC005100,BL222,NTN,Max. Cap Type,6.12,8.88,2.62,0.41,0
5101,ZC005101,BL3/22,NTN,Max. Cap Type,3.68,6.32,1.76,0.37,0
5102,ZC005102,BL3/28,NTN,Max. Cap Type,3.68,6.32,1.76,0.37,0
5103,ZC005103,BL3/32,NTN,Max. Cap Type,4.21,6.79,2.01,0.38,0
5104,ZC005104,BL304,NTN,Max. Cap Type,3.68,6.32,1.76,0.37,0
5105,ZC005105,BL305,NTN,Max. Cap Type,3.72,6.28,1.83,0.37,0
5106,ZC005106,BL306,NTN,Max. Cap Type,4.24,6.76,2.07,0.39,0
5107,ZC005107,BL307,NTN,NTN,4.592,7.408,2.013,0.383,0
5108,ZC005108,BL308,NTN,Max. Cap Type,4.16,6.84,1.93,0.38,0
5109,ZC005109,BL309,NTN,Max. Cap Type,4.2,6.8,2,0.38,0
5110,ZC005110,BL310,NTN,Max. Cap Type,4.22,6.78,2.04,0.38,0
5111,ZC005111,BL311,NTN,Max. Cap Type,4.61,7.39,2.04,0.38,0
5112,ZC005112,BL312,NTN,Max. Cap Type,4.61,7.39,2.05,0.38,0
5113,ZC005113,BL312-a,NTN,Max. Cap Type,4.61,7.39,2.05,0.38,0
5114,ZC005114,BL313,NTN,Max. Cap Type,4.61,7.39,2.04,0.38,0
5115,ZC005115,BL314,NTN,Max. Cap Type,4.61,7.39,2.05,0.38,0
5116,ZC005116,BL315,NTN,Max. Cap Type,4.62,7.38,2.06,0.39,0
5117,ZC005117,BL316,NTN,Max. Cap Type,4.63,7.37,2.07,0.39,0
5118,ZC005118,BL317,NTN,NTN,4.634,7.366,2.083,0.386,0
5119,ZC005119,BL318,NTN,Max. Cap Type,4.64,7.36,2.09,0.39,0
5120,ZC005120,BL319,NTN,Max. Cap Type,4.64,7.36,2.1,0.39,0
5121,ZC005121,BL320,NTN,Max. Cap Type,4.61,7.39,2.04,0.38,0
5122,ZC005122,BL321,NTN,NTN,4.615,7.385,2.05,0.385,0
5123,ZC005123,BL322,NTN,Max. Cap Type,4.6,7.4,2.02,0.38,0
5124,ZC005124,BNT000,NTN,NTN,2.972,5.028,1.755,0.372,0
5125,ZC005125,BNT001,NTN,NTN,3.49,5.51,2.044,0.388,0
5126,ZC005126,BNT003,NTN,NTN,3.968,6.032,2.24,0.397,0
5127,ZC005127,BNT004,NTN,NTN,4.429,6.571,2.386,0.403,0
5128,ZC005128,BNT005,NTN,NTN,5.393,7.607,2.752,0.415,0
5129,ZC005129,BNT006,NTN,NTN,5.877,8.123,2.932,0.42,0
5130,ZC005130,BNT007,NTN,NTN,6.314,8.686,2.979,0.421,0
5131,ZC005131,BNT008,NTN,NTN,7.293,9.707,3.333,0.429,0
5132,ZC005132,BNT009,NTN,NTN,7.305,9.695,3.368,0.43,0
5133,ZC005133,BNT010,NTN,NTN,8.267,10.733,3.66,0.435,0
5134,ZC005134,BNT011,NTN,NTN,7.763,10.237,3.447,0.431,0
5135,ZC005135,BNT012,NTN,NTN,8.28,10.72,3.7,0.436,0
5136,ZC005136,BNT013,NTN,NTN,9.234,11.766,3.947,0.44,0
5137,ZC005137,BNT014,NTN,NTN,8.722,11.278,3.718,0.436,0
5138,ZC005138,BNT015,NTN,NTN,9.23,11.77,3.933,0.44,0
5139,ZC005139,BNT016,NTN,NTN,8.728,11.272,3.737,0.436,0
5140,ZC005140,BNT017,NTN,NTN,9.226,11.774,3.923,0.439,0
5141,ZC005141,BNT018,NTN,NTN,8.733,11.267,3.751,0.437,0
5142,ZC005142,BNT019,NTN,NTN,9.224,11.776,3.915,0.439,0
5143,ZC005143,BNT020,NTN,NTN,9.716,12.284,4.083,0.442,0
5144,ZC005144,BNT200,NTN,NTN,2.942,5.058,1.699,0.368,0
5145,ZC005145,BNT201,NTN,NTN,3.402,5.598,1.862,0.378,0
5146,ZC005146,BNT202,NTN,NTN,3.396,5.604,1.85,0.377,0
5147,ZC005147,BNT203,NTN,NTN,3.422,5.578,1.9,0.38,0
5148,ZC005148,BNT204,NTN,NTN,3.889,6.111,2.066,0.389,0
5149,ZC005149,BNT205,NTN,NTN,4.82,7.18,2.362,0.402,0
5150,ZC005150,BNT206,NTN,NTN,4.8,7.2,2.318,0.4,0
5151,ZC005151,BNT207,NTN,NTN,4.796,7.204,2.31,0.4,0
5152,ZC005152,BNT208,NTN,NTN,5.254,7.746,2.427,0.404,0
5153,ZC005153,BNT209,NTN,NTN,5.273,7.727,2.468,0.406,0
5154,ZC005154,BNT210,NTN,NTN,5.773,8.227,2.671,0.412,0
5155,ZC005155,BNT211,NTN,NTN,5.753,8.247,2.626,0.411,0
5156,ZC005156,BNT212,NTN,NTN,5.759,8.241,2.639,0.411,0
5157,ZC005157,BNT213,NTN,NTN,5.782,8.218,2.691,0.413,0
5158,ZC005158,BNT214,NTN,NTN,5.789,8.211,2.708,0.414,0
5159,ZC005159,BNT215,NTN,NTN,6.275,8.725,2.878,0.418,0
5160,ZC005160,BNT216,NTN,NTN,6.245,8.755,2.806,0.416,0
5161,ZC005161,BNT217,NTN,NTN,6.7,9.3,2.895,0.419,0
5162,ZC005162,BNT218,NTN,NTN,6.212,8.788,2.729,0.414,0
5163,ZC005163,BNT219,NTN,NTN,6.198,8.802,2.698,0.413,0
5164,ZC005164,BNT220,NTN,NTN,5.773,8.227,2.671,0.412,0
5165,ZC005165,CLN03,NTN,NTN,4.5,4.5,1.632,0.5,0
5166,ZC005166,CLN04,NTN,NTN,5,5,1.811,0.5,0
5167,ZC005167,CLN05,NTN,NTN,4.5,4.5,1.55,0.5,0
5168,ZC005168,CLN06,NTN,NTN,4.5,4.5,1.644,0.5,0
5169,ZC005169,CLN07,NTN,NTN,4.5,4.5,1.671,0.5,0
5170,ZC005170,CLN08,NTN,NTN,5,5,1.736,0.5,0
5171,ZC005171,CLN09,NTN,NTN,4.5,4.5,1.677,0.5,0
5172,ZC005172,CLN10,NTN,NTN,4.5,4.5,1.634,0.5,0
5173,ZC005173,CLN11,NTN,NTN,4.5,4.5,1.627,0.5,0
5174,ZC005174,CLN13,NTN,NTN,4.5,4.5,1.701,0.5,0
5175,ZC005175,CLN15,NTN,NTN,4.5,4.5,1.678,0.5,0
5176,ZC005176,CLN18,NTN,NTN,4.5,4.5,1.686,0.5,0
5177,ZC005177,CLN20,NTN,NTN,4.5,4.5,1.609,0.5,0
5178,ZC005178,CLN22,NTN,NTN,4.5,4.5,1.557,0.5,0
5179,ZC005179,CLN24,NTN,NTN,4.5,4.5,1.683,0.5,0
5180,ZC005180,EC-6000,NTN,NTN,2.564,4.436,1.735,0.366,0
5181,ZC005181,MU322,NTN,,5.72,8.28,2.64,0.41,0
5182,ZC005182,"N,NU1005",NTN,NTN,5.931,8.069,3.196,0.424,0
5183,ZC005183,"N,NU1006",NTN,NTN,6.871,9.129,3.471,0.429,0
5184,ZC005184,"N,NU1007",NTN,NTN,7.361,9.639,3.664,0.433,0
5185,ZC005185,"N,NU1008",NTN,NTN,7.833,10.167,3.792,0.435,0
5186,ZC005186,"N,NU1009",NTN,NTN,7.875,10.125,3.938,0.438,0
5187,ZC005187,"N,NU1010",NTN,NTN,8.404,10.596,4.276,0.442,0
5188,ZC005188,"N,NU1011",NTN,NTN,8.897,11.103,4.476,0.445,0
5189,ZC005189,"N,NU1012",NTN,NTN,9.865,12.135,4.792,0.448,0
5190,ZC005190,"N,NU1013",NTN,NTN,10.385,12.615,5.108,0.452,0
5191,ZC005191,"N,NU1014",NTN,NTN,8.889,11.111,4.444,0.444,0
5192,ZC005192,"N,NU1015",NTN,NTN,9.395,11.605,4.697,0.447,0
5193,ZC005193,"N,NU1016",NTN,NTN,9.373,11.627,4.605,0.446,0
5194,ZC005194,"N,NU1017",NTN,NTN,9.874,12.126,4.835,0.449,0
5195,ZC005195,"N,NU1018",NTN,NTN,9.852,12.148,4.739,0.448,0
5196,ZC005196,"N,NU1019",NTN,NTN,10.35,12.65,4.95,0.45,0
5197,ZC005197,"N,NU1020",NTN,NTN,10.848,13.152,5.16,0.452,0
5198,ZC005198,"N,NU1021",NTN,NTN,10.367,12.633,5.028,0.451,0
5199,ZC005199,"N,NU1022",NTN,NTN,9.821,12.179,4.613,0.446,0
5200,ZC005200,"N,NU1024",NTN,NTN,10.8,13.2,4.95,0.45,0
5201,ZC005201,"N,NU1026",NTN,NTN,10.315,12.685,4.801,0.448,0
5202,ZC005202,"N,NU1028",NTN,NTN,10.834,13.166,5.098,0.451,0
5203,ZC005203,"N,NU1030",NTN,NTN,11.3,13.7,5.16,0.452,0
5204,ZC005204,"N,NU1032",NTN,NTN,10.8,13.2,4.95,0.45,0
5205,ZC005205,"N,NU1034",NTN,NTN,10.323,12.677,4.835,0.449,0
5206,ZC005206,"N,NU1036",NTN,NTN,9.804,12.196,4.546,0.446,0
5207,ZC005207,"N,NU1038",NTN,NTN,10.302,12.698,4.748,0.448,0
5208,ZC005208,"N,NU1040",NTN,NTN,10.776,13.224,4.853,0.449,0
5209,ZC005209,"N,NU1044",NTN,NTN,10.268,12.732,4.613,0.446,0
5210,ZC005210,"N,NU1048",NTN,NTN,11.25,13.75,4.95,0.45,0
5211,ZC005211,"N,NU1052",NTN,NTN,10.764,13.236,4.801,0.448,0
5212,ZC005212,"N,NU1056",NTN,NTN,11.286,13.714,5.098,0.451,0
5213,ZC005213,"N,NU1060",NTN,NTN,10.289,12.711,4.697,0.447,0
5214,ZC005214,"N,NU1064",NTN,NTN,10.8,13.2,4.95,0.45,0
5215,ZC005215,"N,NU1068",NTN,NTN,10.297,12.703,4.725,0.448,0
5216,ZC005216,"N,NU1072",NTN,NTN,10.8,13.2,4.95,0.45,0
5217,ZC005217,"N,NU1076",NTN,NTN,11.303,13.697,5.174,0.452,0
5218,ZC005218,"N,NU1080",NTN,NTN,10.8,13.2,4.95,0.45,0
5219,ZC005219,"N,NU1084",NTN,NTN,11.298,13.702,5.152,0.452,0
5220,ZC005220,"N,NU1088",NTN,NTN,11.307,13.693,5.193,0.452,0
